100, 0.19336, 0.0001
200, 0.03986, 0.0001
300, 0.02605, 0.0001
400, 0.02222, 0.0001
500, 0.01893, 0.0001
600, 0.01785, 0.0001
700, 0.01632, 0.0001
800, 0.01518, 0.0001
900, 0.01403, 0.0001
1000, 0.01383, 0.0001
1100, 0.01235, 0.0001
1200, 0.01132, 0.0001
1300, 0.00949, 0.0001
1400, 0.00840, 0.0001
1500, 0.00876, 0.0001
1600, 0.00722, 0.0001
1700, 0.00799, 0.0001
1800, 0.00729, 0.0001
1900, 0.00756, 0.0001
2000, 0.00651, 0.0001
2100, 0.00650, 0.0001
2200, 0.00609, 0.0001
2300, 0.00535, 0.0001
2400, 0.00560, 0.0001
2500, 0.00519, 0.0001
2600, 0.00534, 0.0001
2700, 0.00506, 0.0001
2800, 0.00506, 0.0001
2900, 0.00498, 0.0001
3000, 0.00482, 0.0001
3100, 0.00415, 0.0001
3200, 0.00476, 0.0001
3300, 0.00491, 0.0001
3400, 0.00468, 0.0001
3500, 0.00435, 0.0001
3600, 0.00409, 0.0001
3700, 0.00432, 0.0001
3800, 0.00401, 0.0001
3900, 0.00421, 0.0001
4000, 0.00415, 0.0001
4100, 0.00474, 0.0001
4200, 0.00399, 0.0001
4300, 0.00425, 0.0001
4400, 0.00373, 0.0001
4500, 0.00369, 0.0001
4600, 0.00395, 0.0001
4700, 0.00358, 0.0001
4800, 0.00355, 0.0001
4900, 0.00385, 0.0001
5000, 0.00354, 0.0001
5100, 0.00380, 0.0001
5200, 0.00343, 0.0001
5300, 0.00427, 0.0001
5400, 0.00352, 0.0001
5500, 0.00406, 0.0001
5600, 0.00374, 0.0001
5700, 0.00370, 0.0001
5800, 0.00410, 0.0001
5900, 0.00369, 0.0001
6000, 0.00344, 0.0001
6100, 0.00327, 0.0001
6200, 0.00354, 0.0001
6300, 0.00312, 0.0001
6400, 0.00357, 0.0001
6500, 0.00345, 0.0001
6600, 0.00345, 0.0001
6700, 0.00353, 0.0001
6800, 0.00340, 0.0001
6900, 0.00327, 0.0001
7000, 0.00375, 0.0001
7100, 0.00313, 0.0001
7200, 0.00303, 0.0001
7300, 0.00307, 0.0001
7400, 0.00333, 0.0001
7500, 0.00310, 0.0001
7600, 0.00261, 5e-05
7700, 0.00269, 5e-05
7800, 0.00259, 5e-05
7900, 0.00239, 5e-05
8000, 0.00258, 5e-05
8100, 0.00246, 5e-05
8200, 0.00230, 5e-05
8300, 0.00248, 5e-05
8400, 0.00239, 5e-05
8500, 0.00227, 5e-05
8600, 0.00243, 5e-05
8700, 0.00248, 5e-05
8800, 0.00262, 5e-05
8900, 0.00231, 5e-05
9000, 0.00262, 5e-05
9100, 0.00256, 5e-05
9200, 0.00237, 5e-05
9300, 0.00253, 5e-05
9400, 0.00243, 5e-05
9500, 0.00235, 5e-05
9600, 0.00223, 5e-05
9700, 0.00253, 5e-05
9800, 0.00229, 5e-05
9900, 0.00222, 5e-05
10000, 0.00222, 5e-05
10100, 0.00207, 5e-05
10200, 0.00239, 5e-05
10300, 0.00225, 5e-05
10400, 0.00224, 5e-05
10500, 0.00242, 5e-05
10600, 0.00221, 5e-05
10700, 0.00224, 5e-05
10800, 0.00232, 5e-05
10900, 0.00248, 5e-05
11000, 0.00229, 5e-05
11100, 0.00225, 5e-05
11200, 0.00238, 5e-05
11300, 0.00226, 5e-05
11400, 0.00223, 5e-05
11500, 0.00210, 5e-05
11600, 0.00219, 5e-05
11700, 0.00209, 5e-05
11800, 0.00214, 5e-05
11900, 0.00183, 5e-05
12000, 0.00188, 5e-05
12100, 0.00204, 1e-05
12200, 0.00186, 1e-05
12300, 0.00181, 1e-05
12400, 0.00177, 1e-05
12500, 0.00181, 1e-05
12600, 0.00181, 1e-05
12700, 0.00181, 1e-05
12800, 0.00163, 1e-05
12900, 0.00180, 1e-05
13000, 0.00180, 1e-05
13100, 0.00180, 1e-05
13200, 0.00184, 1e-05
13300, 0.00168, 1e-05
13400, 0.00182, 1e-05
13500, 0.00184, 1e-05
13600, 0.00179, 1e-05
13700, 0.00178, 1e-05
13800, 0.00175, 1e-05
13900, 0.00185, 1e-05
14000, 0.00163, 1e-05
14100, 0.00180, 1e-05
14200, 0.00183, 1e-05
14300, 0.00172, 1e-05
14400, 0.00167, 1e-05
14500, 0.00181, 1e-05
14600, 0.00174, 1e-05
14700, 0.00178, 1e-05
14800, 0.00180, 1e-05
14900, 0.00165, 1e-05
15000, 0.00181, 1e-05
15100, 0.00175, 1e-05
15200, 0.00183, 1e-05
15300, 0.00161, 1e-05
15400, 0.00166, 1e-05
15500, 0.00176, 1e-05
15600, 0.00169, 1e-05
15700, 0.00160, 1e-05
15800, 0.00165, 1e-05
15900, 0.00172, 1e-05
16000, 0.00170, 1e-05
16100, 0.00165, 1e-05
16200, 0.00172, 1e-05
16300, 0.00173, 1e-05
16400, 0.00167, 1e-05
16500, 0.00156, 1e-05
16600, 0.00156, 1e-05
16700, 0.00156, 1e-05
16800, 0.00171, 1e-05
16900, 0.00162, 1e-05
17000, 0.00158, 1e-05
17100, 0.00177, 1e-05
17200, 0.00177, 1e-05
17300, 0.00162, 1e-05
17400, 0.00164, 1e-05
17500, 0.00167, 1e-05
17600, 0.00173, 1e-05
17700, 0.00177, 1e-05
17800, 0.00157, 1e-05
17900, 0.00168, 1e-05
18000, 0.00172, 1e-05
18100, 0.00165, 1e-05
18200, 0.00177, 1e-05
18300, 0.00185, 1e-05
18400, 0.00169, 1e-05
18500, 0.00149, 1e-05
18600, 0.00165, 1e-05
18700, 0.00166, 1e-05
18800, 0.00174, 1e-05
18900, 0.00166, 1e-05
19000, 0.00167, 1e-05
19100, 0.00165, 1e-05
19200, 0.00161, 1e-05
19300, 0.00160, 1e-05
19400, 0.00160, 1e-05
19500, 0.00160, 1e-05
19600, 0.00160, 1e-05
19700, 0.00159, 1e-05
19800, 0.00160, 1e-05
19900, 0.00161, 1e-05
20000, 0.00164, 1e-05
20100, 0.00159, 1e-05
20200, 0.00179, 1e-05
20300, 0.00159, 1e-05
20400, 0.00168, 1e-05
20500, 0.00162, 1e-05
20600, 0.00168, 1e-05
20700, 0.00171, 1e-05
20800, 0.00147, 1e-05
20900, 0.00154, 1e-05
21000, 0.00155, 1e-05
21100, 0.00150, 1e-05
21200, 0.00175, 1e-05
21300, 0.00147, 1e-05
21400, 0.00159, 1e-05
21500, 0.00155, 1e-05
21600, 0.00172, 1e-05
21700, 0.00170, 1e-05
21800, 0.00156, 1e-05
21900, 0.00163, 1e-05
22000, 0.00169, 1e-05
22100, 0.00150, 1e-05
22200, 0.00157, 1e-05
22300, 0.00151, 1e-05
22400, 0.00168, 1e-05
22500, 0.00173, 1e-05
22600, 0.00167, 1e-05
22700, 0.00142, 1e-05
22800, 0.00171, 1e-05
22900, 0.00164, 1e-05
23000, 0.00149, 1e-05
23100, 0.00168, 1e-05
23200, 0.00155, 1e-05
23300, 0.00159, 1e-05
23400, 0.00146, 1e-05
23500, 0.00164, 1e-05
23600, 0.00168, 1e-05
23700, 0.00169, 1e-05
23800, 0.00168, 1e-05
23900, 0.00146, 1e-05
24000, 0.00161, 1e-05
24100, 0.00145, 1e-05
24200, 0.00157, 1e-05
24300, 0.00148, 1e-05
24400, 0.00166, 1e-05
24500, 0.00160, 1e-05
24600, 0.00155, 1e-05
24700, 0.00151, 1e-05
24800, 0.00150, 1e-05
24900, 0.00157, 1e-05
25000, 0.00157, 1e-05
25100, 0.00160, 1e-05
25200, 0.00149, 1e-05
25300, 0.00150, 1e-05
25400, 0.00161, 1e-05
25500, 0.00149, 1e-05
25600, 0.00157, 1e-05
25700, 0.00159, 1e-05
25800, 0.00155, 1e-05
25900, 0.00162, 1e-05
26000, 0.00150, 1e-05
26100, 0.00162, 1e-05
26200, 0.00155, 1e-05
26300, 0.00169, 1e-05
26400, 0.00150, 1e-05
26500, 0.00157, 1e-05
26600, 0.00165, 1e-05
26700, 0.00154, 1e-05
26800, 0.00158, 1e-05
26900, 0.00147, 1e-05
27000, 0.00152, 1e-05
27100, 0.00148, 1e-05
27200, 0.00157, 1e-05
27300, 0.00157, 1e-05
27400, 0.00161, 1e-05
27500, 0.00147, 1e-05
27600, 0.00158, 1e-05
27700, 0.00159, 1e-05
27800, 0.00158, 1e-05
27900, 0.00166, 1e-05
28000, 0.00159, 1e-05
28100, 0.00152, 1e-05
28200, 0.00149, 1e-05
28300, 0.00146, 1e-05
28400, 0.00171, 1e-05
28500, 0.00164, 1e-05
28600, 0.00148, 1e-05
28700, 0.00164, 1e-05
28800, 0.00159, 1e-05
28900, 0.00162, 1e-05
29000, 0.00141, 1e-05
29100, 0.00149, 1e-05
29200, 0.00146, 1e-05
29300, 0.00145, 1e-05
29400, 0.00148, 1e-05
29500, 0.00153, 1e-05
29600, 0.00145, 1e-05
29700, 0.00145, 1e-05
29800, 0.00154, 1e-05
29900, 0.00160, 1e-05
30000, 0.00139, 1e-05
30100, 0.00153, 1e-05
30200, 0.00157, 1e-05
30300, 0.00152, 1e-05
30400, 0.00151, 1e-05
30500, 0.00154, 1e-05
30600, 0.00159, 1e-05
30700, 0.00149, 1e-05
30800, 0.00155, 1e-05
30900, 0.00142, 1e-05
31000, 0.00141, 1e-05
31100, 0.00161, 1e-05
31200, 0.00145, 1e-05
31300, 0.00157, 1e-05
31400, 0.00143, 1e-05
31500, 0.00149, 1e-05
31600, 0.00153, 1e-05
31700, 0.00151, 1e-05
31800, 0.00162, 1e-05
31900, 0.00139, 1e-05
32000, 0.00153, 1e-05
32100, 0.00150, 1e-05
32200, 0.00162, 1e-05
32300, 0.00161, 1e-05
32400, 0.00131, 1e-05
32500, 0.00155, 1e-05
32600, 0.00146, 1e-05
32700, 0.00146, 1e-05
32800, 0.00156, 1e-05
32900, 0.00142, 1e-05
33000, 0.00140, 1e-05
33100, 0.00157, 1e-05
33200, 0.00153, 1e-05
33300, 0.00143, 1e-05
33400, 0.00156, 1e-05
33500, 0.00148, 1e-05
33600, 0.00160, 1e-05
33700, 0.00160, 1e-05
33800, 0.00141, 1e-05
33900, 0.00152, 1e-05
34000, 0.00148, 1e-05
34100, 0.00146, 1e-05
