time,corner_left_x,corner_left_y,corner_right_x,corner_right_y,left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y,nose_x,nose_y,dist_nose_left_pupil,dist_nose_right_pupil,roll_angle_approx,screen_x,screen_y
0.0,287.800537109375,240.616119384766,370.706726074219,235.858062744141,302.548034667969,239.41130065918,357.789703369141,236.253982543945,332.123352050781,270.003601074219,42.5510075436304,42.4004521312736,-3.28465041149928,285,377
0.0,287.800537109375,240.616119384766,370.706726074219,235.858062744141,302.548034667969,239.41130065918,357.789703369141,236.253982543945,332.123352050781,270.003601074219,42.5510075436304,42.4004521312736,-3.28465041149928,187,30
0.0333333333333333,287.374786376953,241.349914550781,370.048858642578,236.551727294922,302.409484863281,240.03678894043,356.526245117188,236.657791137695,332.053771972656,269.004089355469,41.4474154991379,40.560879554109,-3.3215713701293,326,26
0.0666666666666666,288.9326171875,241.100845336914,370.471801757813,236.099700927734,302.154998779297,238.870758056641,357.360595703125,236.048751831055,332.038604736328,267.682281494141,41.5106466799148,40.5201607285544,-3.50979668868373,172,60
0.0666666666666666,288.9326171875,241.100845336914,370.471801757813,236.099700927734,302.154998779297,238.870758056641,357.360595703125,236.048751831055,332.038604736328,267.682281494141,41.5106466799148,40.5201607285544,-3.50979668868373,160,52
0.1,288.661773681641,240.844879150391,370.834350585938,236.591690063477,301.510406494141,238.285781860352,357.911437988281,236.492782592773,331.761322021484,267.842102050781,42.2929539455651,40.8241153677229,-2.96294123960481,15,162
0.133333333333333,289.046661376953,241.199157714844,370.770080566406,235.830490112305,302.088409423828,238.583572387695,357.690673828125,235.725341796875,332.413421630859,267.415191650391,41.8433822087271,40.5362314773159,-3.75853881352789,98,255
0.133333333333333,289.046661376953,241.199157714844,370.770080566406,235.830490112305,302.088409423828,238.583572387695,357.690673828125,235.725341796875,332.413421630859,267.415191650391,41.8433822087271,40.5362314773159,-3.75853881352789,170,157
0.166666666666667,289.133392333984,240.667739868164,371.9375,235.866439819336,301.825805664063,237.797546386719,358.754974365234,235.722045898438,332.323425292969,267.445129394531,42.533327888076,41.2914133066395,-3.31851349779246,31,361
0.166666666666667,289.133392333984,240.667739868164,371.9375,235.866439819336,301.825805664063,237.797546386719,358.754974365234,235.722045898438,332.323425292969,267.445129394531,42.533327888076,41.2914133066395,-3.31851349779246,423,318
0.166666666666667,289.133392333984,240.667739868164,371.9375,235.866439819336,301.825805664063,237.797546386719,358.754974365234,235.722045898438,332.323425292969,267.445129394531,42.533327888076,41.2914133066395,-3.31851349779246,54,358
0.2,289.108306884766,240.794860839844,371.835144042969,235.630493164063,301.907287597656,237.85285949707,358.303283691406,235.438781738281,332.399108886719,267.045715332031,42.213433849012304,40.8659335328526,-3.57215383550178,157,106
0.2,289.108306884766,240.794860839844,371.835144042969,235.630493164063,301.907287597656,237.85285949707,358.303283691406,235.438781738281,332.399108886719,267.045715332031,42.213433849012304,40.8659335328526,-3.57215383550178,82,212
0.233333333333333,287.647796630859,240.181793212891,372.637756347656,235.080612182617,302.392730712891,237.967086791992,359.456451416016,235.381958007813,332.667541503906,267.110656738281,42.0227538084552,41.5253659515237,-3.43482835490806,395,45
0.266666666666667,288.068267822266,239.062118530273,372.213317871094,234.828460693359,303.741271972656,237.694610595703,358.942077636719,235.151657104492,332.934600830078,267.215606689453,41.5179438332968,41.2854176778541,-2.88033994358792,201,44
0.266666666666667,288.068267822266,239.062118530273,372.213317871094,234.828460693359,303.741271972656,237.694610595703,358.942077636719,235.151657104492,332.934600830078,267.215606689453,41.5179438332968,41.2854176778541,-2.88033994358792,482,364
0.3,288.117706298828,239.183410644531,372.826080322266,234.858413696289,303.667022705078,237.681198120117,359.661468505859,235.500869750977,333.371826171875,267.032409667969,41.7596571864253,41.0534201204442,-2.92284062583357,195,302
0.3,288.117706298828,239.183410644531,372.826080322266,234.858413696289,303.667022705078,237.681198120117,359.661468505859,235.500869750977,333.371826171875,267.032409667969,41.7596571864253,41.0534201204442,-2.92284062583357,402,233
0.333333333333333,288.464294433594,239.036041259766,372.821350097656,234.849426269531,303.764709472656,237.724868774414,360.244140625,235.349624633789,333.583953857422,266.750823974609,41.6136204981268,41.1922429411665,-2.84124086408903,55,262
0.333333333333333,288.464294433594,239.036041259766,372.821350097656,234.849426269531,303.764709472656,237.724868774414,360.244140625,235.349624633789,333.583953857422,266.750823974609,41.6136204981268,41.1922429411665,-2.84124086408903,156,136
0.366666666666667,288.378112792969,239.271347045898,372.730560302734,234.448699951172,304.195892333984,237.715560913086,360.269622802734,235.058181762695,333.933319091797,267.219543457031,41.8903274769928,41.5686670364668,-3.27218539982667,70,126
0.366666666666667,288.378112792969,239.271347045898,372.730560302734,234.448699951172,304.195892333984,237.715560913086,360.269622802734,235.058181762695,333.933319091797,267.219543457031,41.8903274769928,41.5686670364668,-3.27218539982667,397,251
0.4,288.56396484375,238.774185180664,372.503082275391,234.773849487305,303.469543457031,236.564880371094,360.011413574219,235.245422363281,334.081573486328,266.603698730469,42.8885414876992,40.6902703813146,-2.72851407096906,288,239
0.433333333333333,288.502288818359,238.791687011719,372.606323242188,234.869354248047,303.421020507813,236.609909057617,359.999328613281,235.275543212891,333.884521484375,266.606689453125,42.7531487243378,40.7875456004271,-2.67015009501426,344,197
0.433333333333333,288.502288818359,238.791687011719,372.606323242188,234.869354248047,303.421020507813,236.609909057617,359.999328613281,235.275543212891,333.884521484375,266.606689453125,42.7531487243378,40.7875456004271,-2.67015009501426,343,190
